nom_commune,code_insee_commune,code_siren_epci,nom_document,nature_document,id_gpu,date_approbation,niveau_couverture,lien_reglement,date_traitement,statut
Traenheim,67492,200068864,,,,,,,2026-08-12,trou de couverture
Triembach-au-Val,67493,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Trimbach,67494,200041283,,,,,,,2026-08-12,trou de couverture
Truchtersheim,67495,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Uhlwiller,67497,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Uhrwiller,67498,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Urbeis,67499,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Urmatt,67500,246700306,,,,,,,2026-08-12,trou de couverture
Uttenheim,67501,200067924,Plan Local d'Urbanisme (PLU) de la commune de UTTENHEIM,PLU,7d848d9a8bbaa9897cd3c4e1350621c7,19/01/2024 12:17:56,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/7d848d9a8bbaa9897cd3c4e1350621c7/files/67501_reglement_20231218.pdf,2026-08-12,document trouvé
Uttenhoffen,67502,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Uttwiller,67503,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Valff,67504,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
La Vancelle,67505,246700967,Plan Local d'Urbanisme (PLU) de la commune de LA VANCELLE,PLU,af81b900318ba97d31ca21fae4b03e6c,08/12/2020 19:58:46,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/af81b900318ba97d31ca21fae4b03e6c/files/67505_reglement_20200731.pdf,2026-08-12,document trouvé
Vendenheim,67506,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Villé,67507,246700777,Plan Local d'Urbanisme intercommunal (PLUi) DE LA VALLEE DE VILLE,PLUi,12666ec8d6fb548ead67bc9c63776f94,28/07/2025 11:05:15,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/12666ec8d6fb548ead67bc9c63776f94/files/246700777_reglement_20250704.pdf,2026-08-12,document trouvé
Vœllerdingen,67508,200067841,,,,,,,2026-08-12,trou de couverture
Volksberg,67509,200067841,,,,,,,2026-08-12,trou de couverture
Wahlenheim,67510,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Walbourg,67511,200013050,,,,,,,2026-08-12,trou de couverture
Waldersbach,67513,246700306,,,,,,,2026-08-12,RNU confirmé
Waldhambach,67514,200067841,,,,,,,2026-08-12,trou de couverture
Waldolwisheim,67515,200068112,,,,,,,2026-08-12,trou de couverture
Waltenheim-sur-Zorn,67516,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Wangen,67517,200068864,,,,,,,2026-08-12,RNU confirmé
La Wantzenau,67519,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Wasselonne,67520,200068864,Plan Local d'Urbanisme (PLU) de la commune de WASSELONNE,PLU,1b036c646cffcd288762c28781cd4e38,26/06/2026 16:51:04,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/1b036c646cffcd288762c28781cd4e38/files/67520_reglement_20260611.pdf,2026-08-12,document trouvé
Weinbourg,67521,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Weislingen,67522,200067841,,,,,,,2026-08-12,trou de couverture
Weitbruch,67523,246700843,Plan Local d'Urbanisme (PLU) de la commune de WEITBRUCH,PLU,d699ee12b61bc58eb849e550fac799eb,11/02/2020 19:14:25,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/d699ee12b61bc58eb849e550fac799eb/files/67523_reglement_20191205.pdf,2026-08-12,document trouvé
Weiterswiller,67524,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Westhoffen,67525,200068864,Plan Local d'Urbanisme (PLU) de la commune de WESTHOFFEN,PLU,aea4a984a46ce4089732ca80804c0f4c,11/01/2024 08:50:04,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/aea4a984a46ce4089732ca80804c0f4c/files/67525_reglement_20231207.pdf,2026-08-12,document trouvé
Westhouse,67526,200067924,Plan Local d'Urbanisme (PLU) de la commune de WESTHOUSE,PLU,9ff601fbd5299c96ea3ba526bf4717cf,11/07/2019 14:56:30,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/9ff601fbd5299c96ea3ba526bf4717cf/files/67526_reglement_20180904.pdf,2026-08-12,document trouvé
Westhouse-Marmoutier,67527,200068112,,,,,,,2026-08-12,trou de couverture
Weyer,67528,200067841,,,,,,,2026-08-12,trou de couverture
Weyersheim,67529,246700843,Plan Local d'Urbanisme (PLU) de la commune de WEYERSHEIM,PLU,69e9499a5872dc5f501e806714dcbe0f,17/03/2026 09:15:05,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/69e9499a5872dc5f501e806714dcbe0f/files/67529_reglement_20260302.pdf,2026-08-12,document trouvé
Wickersheim-Wilshausen,67530,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Wildersbach,67531,246700306,,,,,,,2026-08-12,RNU confirmé
Willgottheim,67532,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Wilwisheim,67534,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Wimmenau,67535,200067783,Plan Local d'Urbanisme intercommunal (PLUi) DE HANAU-LA PETITE PIERRE partie A,PLUi,ed7dc9c81a38e442eb1ff778ba9be0a2,06/02/2026 15:28:13,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/ed7dc9c81a38e442eb1ff778ba9be0a2/files/200067783_reglement_20260202_A.pdf,2026-08-12,document trouvé
Windstein,67536,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Wingen,67537,200013050,Plan Local d'Urbanisme (PLU) de la commune de WINGEN,PLU,586b0dc5bac8a1ad1911c19a05ba2d37,07/10/2022 10:02:02,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/586b0dc5bac8a1ad1911c19a05ba2d37/files/67537_reglement_20220914.pdf,2026-08-12,document trouvé
Wingen-sur-Moder,67538,200067783,,,,,,,2026-08-12,trou de couverture
Wingersheim les Quatre Bans,67539,246700959,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE LA ZORN,PLUi,5d8ce7c57a62b3545d243546281d2546,03/08/2026 08:28:16,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/5d8ce7c57a62b3545d243546281d2546/files/246700959_reglement_20260716.pdf,2026-08-12,document trouvé
Wintershouse,67540,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Wintzenbach,67541,200041283,,,,,,,2026-08-12,trou de couverture
Wintzenheim-Kochersberg,67542,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Wisches,67543,246700306,,,,,,,2026-08-12,RNU confirmé
Wissembourg,67544,246700926,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE WISSEMBOURG,PLUi,c2e8753ac76f6b65769ace248d30f1ca,11/06/2026 10:23:33,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/c2e8753ac76f6b65769ace248d30f1ca/files/246700926_reglement_20260601.pdf,2026-08-12,document trouvé
Witternheim,67545,200067924,Plan Local d’Urbanisme (PLU) de la commune de WITTERNHEIM,PLU,a3a811682e5daa0306307cb82ad16962,26/07/2022 17:00:42,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/a3a811682e5daa0306307cb82ad16962/files/67545_reglement_20220623.pdf,2026-08-12,document trouvé
Wittersheim,67546,200067874,Plan Local d'Urbanisme intercommunal (PLUi) DE HAGUENAU,PLUi,171518c6d5441a4ad41c30cf32dbe4ca,05/05/2026 12:19:47,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/171518c6d5441a4ad41c30cf32dbe4ca/files/200067874_reglement_20260427.pdf,2026-08-12,document trouvé
Wittisheim,67547,200030526,Plan Local d'Urbanisme (PLU) de la commune de WITTISHEIM,PLU,a60b03871e0f1df81f60b7bf62c5134b,21/02/2025 09:43:32,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/a60b03871e0f1df81f60b7bf62c5134b/files/67547_reglement_20250121.pdf,2026-08-12,document trouvé
Wiwersheim,67548,200034635,Plan Local d'Urbanisme intercommunal (PLUi) DU KOCHERSBERG ET DE L'ACKERLAND,PLUi,274e0297eee8a3b4d7650c9c8d2c950f,03/02/2026 14:11:50,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/274e0297eee8a3b4d7650c9c8d2c950f/files/200034635_reglement_20251211.pdf,2026-08-12,document trouvé
Wœrth,67550,200013050,Plan Local d'Urbanisme (PLU) de la commune de WOERTH,PLU,3815707d7fef5c923fe8684a1c398ddb,18/12/2020 13:36:03,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/3815707d7fef5c923fe8684a1c398ddb/files/67550_reglement_20201127.pdf,2026-08-12,document trouvé
Wolfisheim,67551,246700488,Plan Local d'Urbanisme intercommunal (PLUi) EUROMETROPOLE DE STRASBOURG,PLUi,95d3871caefe158c101a466ab9e91c5b,22/05/2026 11:10:48,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,2026-08-12,document trouvé
Wolfskirchen,67552,200067841,Carte Communale (CC) de la commune de WOLFSKIRCHEN,CC,61fa0c9c9c7b30bee404763de372a3b8,08/09/2023 16:51:02,commune,,2026-08-12,document trouvé
Wolschheim,67553,200068112,,,,,,,2026-08-12,RNU confirmé
Wolxheim,67554,246701064,Plan Local d'Urbanisme (PLU) de la commune de WOLXHEIM,PLU,b6db06b412549843d8e3b6c51b772e51,05/05/2026 16:13:06,commune,https://www.geoportail-urbanisme.gouv.fr/api/document/b6db06b412549843d8e3b6c51b772e51/files/67554_reglement_20260427.pdf,2026-08-12,document trouvé
Zehnacker,67555,200068864,,,,,,,2026-08-12,trou de couverture
Zeinheim,67556,200068864,,,,,,,2026-08-12,RNU confirmé
Zellwiller,67557,200034270,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE BARR,PLUi,d5d57b13334e4b7e4e0bbc3ca70df84f,16/01/2025 15:04:28,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/d5d57b13334e4b7e4e0bbc3ca70df84f/files/200034270_reglement_20250107.pdf,2026-08-12,document trouvé
Zinswiller,67558,246701098,Plan Local d'Urbanisme intercommunal (PLUi) DU PAYS DE NIEDERBRONN-LES-BAINS,PLUi,814f136f4faa17f4c90ac5067beb0446,27/05/2026 09:57:26,EPCI,https://www.geoportail-urbanisme.gouv.fr/api/document/814f136f4faa17f4c90ac5067beb0446/files/246701098_reglement_20260518.pdf,2026-08-12,document trouvé
Zittersheim,67559,200067783,,,,,,,2026-08-12,trou de couverture
